Timestamp,PM2.5_Fidas200,LCS3,PM2.5_BAM1020,LCS4
4/14/2020 17:00,15.39333333,18.952,10,14.1237037
4/14/2020 18:00,15.99833333,19.85233333,11,16.13965517
4/14/2020 19:00,17.12666667,21.89666667,9,20.00296296
4/14/2020 20:00,21.27666667,29.563,9,22.77892857
4/14/2020 21:00,25.05333333,33.52733333,14,27.49428571
4/14/2020 22:00,23.85666667,34.059,16,20.23533333
4/14/2020 23:00,21.77166667,33.35833333,12,22.36266667
4/15/2020 0:00,27.50666667,41.33466667,9,15.76730769
4/15/2020 1:00,24.94333333,39.733,8,17.69346154
4/15/2020 2:00,22.15666667,36.227,11,20.13344828
4/15/2020 3:00,20.45,34.53666667,10,24.04793103
4/15/2020 4:00,19.12833333,32.924,15,30.89344828
4/15/2020 5:00,18.17,32.65833333,14,30.52714286
4/15/2020 6:00,19.425,31.74566667,18,25.11296296
4/15/2020 7:00,21.57,32.27933333,12,20.079
4/15/2020 8:00,23.90666667,33.15266667,17,16.27517241
4/15/2020 9:00,20.45166667,27.212,8,11.87724138
4/15/2020 10:00,16.58833333,20.68666667,7,13.03642857
4/15/2020 11:00,12.815,15.10466667,10,11.17586207
4/15/2020 12:00,12.325,15.073,11,9.547777778
4/15/2020 13:00,12.515,14.41633333,9,6.867241379
4/15/2020 14:00,10.64166667,12.42466667,8,4.504333333
4/15/2020 15:00,13.58833333,17.07451613,4,4.858965517
4/15/2020 16:00,13.16666667,16.043,3,7.708148148
4/15/2020 17:00,14.78166667,18.762,4,11.60785714
4/15/2020 18:00,16.01666667,19.036,4,15.97310345
4/15/2020 19:00,16.51666667,20.06133333,5,23.858
4/15/2020 20:00,18.92166667,24.78766667,17,34.47714286
4/15/2020 21:00,19.13166667,26.605,20,32.21714286
4/15/2020 22:00,29.44833333,39.482,18,45.80607143
4/15/2020 23:00,24.90333333,34.95566667,26,50.04827586
4/16/2020 0:00,23.12,35.332,27,47.07428571
4/16/2020 1:00,22.57166667,34.84066667,23,37.45035714
4/16/2020 2:00,22.825,37.32866667,18,43.11068966
4/16/2020 3:00,19.69166667,31.65433333,22,38.31321429
4/16/2020 4:00,16.28166667,24.94066667,19,36.44214286
4/16/2020 5:00,15.87,25.48566667,15,33.75714286
4/16/2020 6:00,16.84166667,25.176,14,36.161
4/16/2020 7:00,17.31333333,24.105,18,31.80071429
4/16/2020 8:00,16.03666667,21.023,14,31.59428571
4/16/2020 9:00,15.95833333,19.937,15,30.07678571
4/16/2020 10:00,16.98166667,20.43,15,30.44321429
4/16/2020 11:00,15.95,20.25133333,17,31.85607143
4/16/2020 12:00,16.10666667,19.976,20,29.01965517
4/16/2020 13:00,15.64166667,20.749,15,19.93571429
4/16/2020 14:00,19.58,24.65866667,10,18.70857143
4/16/2020 15:00,19.49333333,24.63666667,6,19.9075
4/16/2020 16:00,22.76833333,28.77466667,6,20.89310345
4/16/2020 17:00,20.07833333,23.76566667,12,25.5862069
4/16/2020 18:00,24.41,29.804,15,28.52785714
4/16/2020 19:00,22.32666667,26.23366667,15,22.89518519
4/16/2020 20:00,14.02166667,15.794,12,18.98633333
4/16/2020 21:00,17.08,22.77633333,9,15.49142857
4/16/2020 22:00,19,27.13733333,10,14.60285714
4/16/2020 23:00,21.89166667,32.905,7,13.91785714
4/17/2020 0:00,17.165,28.938,6,10.96962963
4/17/2020 1:00,13.455,23.69366667,5,7.060357143
4/17/2020 2:00,12.675,22.87166667,4,5.533214286
4/17/2020 3:00,9.698333333,16.68366667,6,4.447857143
4/17/2020 4:00,11.86,20.50766667,2,4.9725
4/17/2020 5:00,7.386666667,11.22366667,0,4.901034483
4/17/2020 6:00,5.946666667,7.782666667,5,4.774137931
4/17/2020 7:00,8.788333333,11.659,6,4.810714286
4/17/2020 8:00,12.25833333,16.85866667,4,5.318214286
4/17/2020 9:00,18.03,27.17233333,5,6.40137931
4/17/2020 10:00,21.625,32.278,7,5.315714286
4/17/2020 11:00,24.04666667,34.41633333,10,2.108148148
4/17/2020 12:00,16.43833333,21.408,8,2.228214286
4/17/2020 13:00,18.255,25.168,4,2.518571429
4/17/2020 14:00,10.57166667,9.663666667,1,2.386896552
4/17/2020 15:00,9.314035088,8.351,0,2.503703704
4/17/2020 16:00,10.19666667,10.13666667,-1,2.837241379
4/17/2020 17:00,10.465,10.87366667,3,3.777142857
4/17/2020 18:00,10.02666667,10.975,4,4.13
4/17/2020 19:00,9.553333333,10.11466667,3,4.947666667
4/17/2020 20:00,9.958333333,10.054,5,5.322142857
4/17/2020 21:00,7.16,5.722,5,4.757241379
4/17/2020 22:00,8.043333333,8.397666667,6,4.402
4/17/2020 23:00,8.71,10.10290323,3,3.529285714
4/18/2020 0:00,7.763333333,8.201333333,1,3.702666667
4/18/2020 1:00,7.551666667,7.219333333,0,3.221111111
4/18/2020 2:00,7.323333333,5.318333333,2,3.515
4/18/2020 3:00,6.916666667,4.073,2,3.4075
4/18/2020 4:00,8.355,5.924,0,3.594827586
4/18/2020 5:00,7.675,5.236333333,-1,4.815666667
